ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNMA,FA_RDNDA,FA_RDNZC,FA_TELNO,LOAD_DTM
R10,경상북도교육청,경주시,교습소,3000026346,미래엔컴퓨터교습소,20251210,20251210,개원,        ,        ,0,9,기타(대),,,, ,Y, ,경상북도 경주시 화랑로 107-1,"(동부동), 3층",38145,,20251214
R10,경상북도교육청,경주시,교습소,3000017301,코딩하루코딩교습소,20220509,20220509,개원,        ,99991231,27,9,정보,정보,코딩초급,정보,"코딩초급:40800, 코딩(중급1):130000, 코딩(중급2):145000, 코딩(중급3):155000, 코딩(고급2-AI인공지능):165000",Y,N,경상북도 경주시 황성로 37,", 럭키황성아파트상가 303호 (황성동)",38084,,20250713
R10,경상북도교육청,경주시,학원,1000001162,ez컴퓨터학원,20000802,20000802,개원,        ,99991231,175,85,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,N,N,경상북도 경주시 황성로 21-2,(황성동),38084,054-771-2277,20260412
R10,경상북도교육청,경주시,학원,1000001112,아트캐드그래픽컴퓨터학원,19991027,19991027,개원,        ,99991231,150,30,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 경주시 금성로 380,", 3층 (성건동)",38135,054-742-7722,20231018
R10,경상북도교육청,경주시,학원,223,이영민컴퓨터스쿨학원,20030310,20030310,개원,        ,99991231,390,30,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,N,N,경상북도 경주시 안강읍 비화중로3길 3,(안강읍),38021,054-763-1515,20231018
R10,경상북도교육청,경주시,학원,3000011547,인성회계캐드직업전문학원,20080401,20080328,개원,        ,99991231,340,100,종합(대),,"건축,안전관리,디자인,전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어),",, ,Y,N,경상북도 경주시 화랑로 135,", 3층 (성동동)",38146,054-749-5949,20231018
R10,경상북도교육청,경주시,학원,3000020297,코딩교실학원,20240403,20240403,개원,        ,        ,50,44,정보,정보,정보,정보, ,Y,N,경상북도 경주시 광중길 63,",301호(황성동)",38069,,20250209
R10,경상북도교육청,경주시,학원,21463,해오름IT&전산회계학원,20110221,20110221,개원,        ,99991231,100,20,기타(대),기타(중),"전산회계,컴퓨터(소),",전산회계, ,Y,N,경상북도 경주시 금성로 256,", 2층 (노서동)",38158,054-741-4751,20231018
R10,경상북도교육청,구미시,교습소,3000015418,이지윤컴퓨터교습소,20181219,20181219,개원,        ,99991231,77,7,기타(대),기타(중),,컴퓨터(소),"컴퓨터(자격증A):130000, 컴퓨터(자격증B):150000, 컴퓨터(자격증C):180000, 컴퓨터활용능력1급:180000, 컴퓨터활용능력2급:150000, MOS:150000, 포토샵:150000, 워드프로세서:150000, 사무자동화실기:150000, ITQ한글:130000, ITQ파워포인트:130000, ITQ엑세스:130000, ITQ인터넷:130000, ITQ엑셀:130000",Y,N,경상북도 구미시 형곡서로 87,", 2층 (형곡동, 풍림2차아파트)",39297,,20240218
R10,경상북도교육청,구미시,교습소,3000015416,코드샵컴퓨터교습소,20181221,20181221,개원,        ,99991231,54,9,기타(대),기타(중),컴퓨터자격증A,컴퓨터(소),"컴퓨터자격증A:210000, 컴퓨터자격증C:140000, 프로그래밍A:140000, 컴퓨터자격증B:190000, 컴퓨터자격증D:120000, 프로그래밍B:120000, 코딩자격증A:480000, 코딩자격증B:380000, 코딩자격증C:280000",Y,N,경상북도 구미시 형곡로 94,", 2층 (형곡동)",39298,,20260412
R10,경상북도교육청,구미시,교습소,3000026005,코딩하루구미산동센터코딩교습소,20250123,20250123,개원,        ,        ,0,9,정보,,,, ,Y, ,경상북도 구미시 산동읍 신당1로2길 13,바젤프라자 1차 501호,39464,,20250713
R10,경상북도교육청,구미시,학원,3000015414,구미중앙회계컴퓨터학원,20181221,20181221,개원,        ,99991231,220,65,종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경상북도 구미시 인동16길 16,", 4층 전체 (진평동)",39398,,20231018
R10,경상북도교육청,구미시,학원,3000017854,구미직업교육학원,20230417,20230413,개원,        ,99991231,60,32,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 구미시 송원서로2길 29,", 2층 201호 (원평동)",39232,054-715-7890,20260503
R10,경상북도교육청,구미시,학원,12317,구미직업능력개발학원,20090807,20090807,개원,        ,99991231,1108,144,종합(대),,"간호조무사,경리,경영·사무관리,세탁,전산회계,전자상거래,직업상담,컴퓨터(정보처리,통신기기,...",청소, ,Y,N,경상북도 구미시 1공단로7길 86-9,3층,730903,054-462-3610,20260419
R10,경상북도교육청,구미시,학원,12848,구미캐드그래픽학원,20091228,20091228,개원,        ,99991231,68,36,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 구미시 인동중앙로 37,", 401호, 501호 (황상동)",39430,054-476-3434,20231018
R10,경상북도교육청,구미시,학원,3000012058,로얄컴퓨터회계학원,20131224,20131224,개원,        ,99991231,270,46,직업기술,컴퓨터,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 구미시 형곡로38길 4,", 2층 (형곡동)",39316,054-454-7636,20260412
R10,경상북도교육청,구미시,학원,3000015126,마이로봇코딩학원,20180716,20180716,개원,        ,99991231,162,18,정보,정보,정보,정보, ,Y,N,경상북도 구미시 야은로 309,", 401, 402호 (도량동)",39202,,20251109
R10,경상북도교육청,구미시,학원,1000002333,새한컴퓨터학원,19991122,19991122,개원,        ,99991231,140,30,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 구미시 상모로 48,", 3층 (상모동)",39338,054-465-2622,20231018
R10,경상북도교육청,구미시,학원,3000012017,신명컴퓨터학원,20131206,20131206,개원,        ,99991231,90,15,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 구미시 개화길 48,", 1층 일부 (도량동)",39196,054-443-4439,20231018
R10,경상북도교육청,구미시,학원,3000014531,씨큐브코딩구미옥계학원,20170908,20170908,개원,        ,99991231,72,36,정보,보통교과,,보습, ,Y,N,경상북도 구미시 산호대로31길 7,", 4층 (옥계동)",39185,054-476-1388,20250209
R10,경상북도교육청,구미시,학원,3000015875,씨큐브코딩구미형곡학원 ,20190820,20190820,개원,        ,99991231,20,36,정보,보통교과,,보습, ,Y,N,경상북도 구미시 신시로 66,", 2층 (형곡동)",39295,,20250302
R10,경상북도교육청,구미시,학원,3000014213,온더비전코딩학원,20170310,20170310,개원,        ,99991231,136,21,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 구미시 옥계북로10길 3,", 3층 (옥계동)",39184,054-453-7599,20231018
R10,경상북도교육청,구미시,학원,3000016383,윈컴퓨터학원,20200814,20200814,개원,        ,99991231,48,12,직업기술,컴퓨터,컴퓨터,컴퓨터, ,Y,N,경상북도 구미시 옥계북로1길 4-10,", 2층 (옥계동)",39181,,20250727
R10,경상북도교육청,구미시,학원,1000001706,유능컴퓨터학원,19940630,19940630,개원,        ,99991231,190,80,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 구미시 송동로 84,", 2층 (도량동)",39196,054-444-8283,20231018
R10,경상북도교육청,구미시,학원,3000013811,이찬진프로그래밍코딩학원,20160801,20160801,개원,        ,99991231,46,35,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 구미시 구미중앙로 111,", 2층(201호) (원평동)",39225,054-4558-5855,20240915
R10,경상북도교육청,구미시,학원,1000001467,인동컴퓨터학원,19890610,19890610,개원,        ,99991231,300,80,직업기술,,,, ,Y,N,경상북도 구미시 인동중앙로 42,", 4층 (인의동, 훈빌딩)",39429,054-472-8233,20240707
R10,경상북도교육청,구미시,학원,3017,조은컴퓨터학원,20000515,20000515,개원,        ,99991231,280,75,기타(대),기타(중),,컴퓨터(소), ,Y,N,경상북도 구미시 형곡로 222,", 2층 (형곡동)",39316,054-458-0646,20240714
R10,경상북도교육청,구미시,학원,1000002326,중앙컴퓨터학원,19991008,19991008,개원,        ,99991231,40,60,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 구미시 형곡중앙로 34,", 4층 (형곡동)",39312,054-456-0566,20231018
R10,경상북도교육청,구미시,학원,3000020142,지니로봇코딩학원,20231220,20231220,개원,        ,        ,0,10,정보,정보,정보교과,정보교과, ,Y,N,경상북도 구미시 산동읍 신당2로 29,605호,39464,,20260412
R10,경상북도교육청,구미시,학원,3000016829,한국직업교육학원 ,20210726,20210726,개원,        ,99991231,130,75,종합(대),,"산업서비스,전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",, ,Y,N,경상북도 구미시 구미중앙로27길 15,", 2,3층  (원평동)",39229,054-471-3455,20251116
R10,경상북도교육청,구미시,학원,1000001719,형곡컴퓨터학원,19941029,19941029,개원,        ,99991231,180,10,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경상북도 구미시 신시로 16,", 3층 (형곡동)",39315,054-452-7160,20240519
R10,경상북도교육청,군위군,학원,1000002565,제일컴퓨터학원,19920527,19920527,개원,        ,99991231,92,23,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,N,N,경상북도 군위군 군위읍 동서길 65,(군위읍),716804,054-382-0843,20231018
R10,경상북도교육청,김천시,학원,3000026147,김천직업교육학원,20250513,20250513,개원,        ,        ,0,50,직업기술,컴퓨터,"경영·사무관리,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y, ,경상북도 김천시 신양3길 27,2층(신음동),39547,054-435-5933,20260412
R10,경상북도교육청,김천시,학원,3000016892,오람컴퓨터코딩학원,20210908,20210908,개원,        ,99991231,225,48,정보,정보,"정보교과,",정보교과, ,Y,N,경상북도 김천시 혁신3로 5,", 4층 (율곡동, 율곡스퀘어Ⅲ)",39660,,20231112
R10,경상북도교육청,김천시,학원,1000002604,중앙컴퓨터정보처리학원,19970513,19981015,개원,        ,99991231,105,30,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 김천시 김천로 139-1,", 3층 (평화동)",39597,054-433-4554,20231018
R10,경상북도교육청,문경시,학원,1000002969,국제컴퓨터학원,19840802,19941004,개원,        ,99991231,90,26,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 문경시 호서로 23,(점촌동),36971,054-555-7039,20231018
R10,경상북도교육청,상주시,교습소,3000016851,수학앤코딩교습소,20210809,20210809,개원,        ,99991231,49,6,입시.검정 및 보습,보통교과,수학(초등),보습,"수학(초등):190000, 수학(중등):230000, 수학(고등):300000",Y,N,경상북도 상주시 냉림3길 47,", 1층 (냉림동)",37172,null,20260419
R10,경상북도교육청,상주시,학원,1000003409,미래컴퓨터학원,19900105,19950621,개원,        ,99991231,30,30,기타(대),,"컴퓨터(소),",, ,N,N,경상북도 상주시 중앙로 139,", 2층 (서문동)",37184,054-533-1292,20231018
R10,경상북도교육청,안동시,교습소,3000013608,용상컴퓨터교습소,20160317,20160317,개원,        ,99991231,72,8,기타(대),기타(중),컴퓨터(초급),컴퓨터(소),"컴퓨터(초급):120000, 컴퓨터(중급):150000, 컴퓨터(고급):180000, 컴퓨터(전문):240000",Y,N,경상북도 안동시 경동로 924,", 3층 (용상동)",36720,,20231018
R10,경상북도교육청,안동시,교습소,3000016626,코딩앤플레이코딩교습소,20210304,20210304,개원,        ,99991231,25,5,기타(대),기타(중),,로봇,"코딩A(초등):68000, 코딩B(초등):130000, 코딩C(초등,중등):160000, 코딩D(초등,중등):190000, 코딩(중등):135000",Y,N,경상북도 안동시 송현길 23,", 이안아파트 상가 205호 (송현동, 안동송현이안)",36634,null,20240915
R10,경상북도교육청,안동시,학원,1000003736,송현컴퓨터학원,19950208,19950208,개원,        ,99991231,80,50,기타(대),,"컴퓨터(소),",, ,Y,N,경상북도 안동시 경북대로 468,", 4층 (송현동)",36642,054-852-8048,20231018
R10,경상북도교육청,안동시,학원,1000004115,옥동컴퓨터학원,20000925,20000925,개원,        ,99991231,440,40,직업기술,,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),",, ,Y,N,경상북도 안동시 경북대로 391,(옥동),36660,054-841-3004,20231018
R10,경상북도교육청,안동시,학원,1000004088,제일컴퓨터학원,19990525,19990525,개원,        ,99991231,80,40,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 안동시 제비원로 155,(당북동),36670,054-856-7519,20231018
R10,경상북도교육청,안동시,학원,3000026075,코딩하루안동용상학원,20250331,20250331,개원,        ,        ,680,26,정보,정보,정보교과,정보교과, ,Y,N,경상북도 안동시 중평길 107-24,", 4층(용상동)",36719,,20260412
R10,경상북도교육청,영주시,학원,3000012946,온누리컴퓨터교실학원,20150409,20150409,개원,        ,99991231,30,10,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,N,N,경상북도 영주시 중앙로 70,", 3층 (영주동)",36100,054-636-7825,20260426
R10,경상북도교육청,영주시,학원,1000004314,청어람컴퓨터학원,19940524,19981010,개원,        ,99991231,150,60,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 영주시 구성로 373,(영주동),36096,054-635-3325,20240707
R10,경상북도교육청,영천시,학원,1000004696,비트컴퓨터학원,19991029,19991029,개원,        ,99991231,30,30,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 영천시 호국로 38-1,(야사동),38854,054-334-8517,20250831
R10,경상북도교육청,영천시,학원,1000004704,세종컴퓨터학원,20000711,20000711,개원,        ,99991231,50,50,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 영천시 호국로 27,", 2층 (야사동)",38857,054-338-3900,20231018
R10,경상북도교육청,예천군,학원,3000013656,이삭주니어컴퓨터학원,20160425,20221007,개원,20201125,20210531,48,21,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 예천군 예천읍 군청앞길 7-1,", (2층) (예천읍)",36828,054-654-8882,20231018
R10,경상북도교육청,예천군,학원,3000013468,이삭컴퓨터학원,20160126,20160126,개원,        ,99991231,173,16,직업기술,경영·사무관리,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),경리,",경리, ,Y,N,경상북도 예천군 예천읍 군청앞길 7-1,(예천읍),36828,054-654-8882,20231018
R10,경상북도교육청,예천군,학원,3000017637,코딩하루학원 경북도청센터,20230101,20221226,개원,        ,99991231,70,14,정보,정보,"정보교과,",정보교과, ,Y,N,경상북도 예천군 호명면 새움3로 20,", 602 (호명면, 신성프라자)",36849,,20231018
R10,경상북도교육청,울진군,학원,1000004854,울진컴퓨터학원,20100722,19920519,개원,        ,99991231,100,20,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 울진군 울진읍 읍내로 20-1,", 2층 (울진읍)",36325,054-782-3003,20231018
R10,경상북도교육청,의성군,학원,3000010352,예일인재육성학원,20110713,20110713,개원,        ,99991231,120,56,종합(대),,"보습,컴퓨터(소)",, ,Y,N,경상북도 의성군 의성읍 군청길 49,(의성읍),37337,054-833-7676,20250713
R10,경상북도교육청,의성군,학원,1000005037,예일컴퓨터학원,19990305,19990305,개원,        ,99991231,105,46,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 의성군 의성읍 군청길 49,(의성읍),37337,054-833-7676,20250713
R10,경상북도교육청,칠곡군,학원,1000005349,대경컴퓨터학원,20010207,20010207,개원,        ,99991231,280,40,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경상북도 칠곡군 석적읍 석적로 955-3,(석적읍),718831,054-977-4001,20260412
R10,경상북도교육청,칠곡군,학원,1000005227,왜관컴퓨터학원,19960110,19980618,개원,        ,99991231,380,20,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 칠곡군 왜관읍 전원1길 15-18,", 1층 (왜관읍)",39898,054-971-0204,20250413
R10,경상북도교육청,칠곡군,학원,1000005290,현대컴퓨터학원,19960109,19960109,개원,        ,99991231,102,34,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 칠곡군 북삼읍 금오대로7길 57-3,",  현대컴퓨터학원 (북삼읍)",39812,054-975-1721,20240623
R10,경상북도교육청,포항시,교습소,3000017363,씨큐브코딩교습소,20220621,20220621,개원,        ,99991231,42,7,정보,정보,코딩초등A,정보교과,"코딩초등A:100000, 코딩초등B:150000, 코딩중등A:200000, 코딩중등B:270000, 코딩고등A:220000, 코딩고등B:330000",Y,N,경상북도 포항시 북구 장량로241번길 12,", 3층 일부 (양덕동)",37592,,20231018
R10,경상북도교육청,포항시,교습소,3000016251,코딩하루코딩교습소,20200407,20200407,개원,        ,99991231,15,5,정보,정보,초등코딩(초급),정보교과,"초등코딩(초급):120000, 중등코딩(중급):140000, 고등코딩(고급):160000",Y,N,경상북도 포항시 남구 대이로159번길 17-13,", 1층 일부 (이동)",37676,null,20241208
R10,경상북도교육청,포항시,교습소,13844,하늘컴퓨터교습소,20110126,20110126,개원,        ,99991231,126,9,기타(대),기타(중),인터넷,컴퓨터(소),"인터넷:150000, 원도우:130000, 컴퓨터그래픽A:200000, 컴퓨터그래픽B:300000, 컴퓨터그래픽C:300000, 자격증반A:180000, 자격증반B:200000, 자격증반C:250000, 자격증반D:360000, 자격증반E:720000",Y,N,경상북도 포항시 남구 효성로30번길 4,  1층 (효자동),790330,054-277-7566,20250601
R10,경상북도교육청,포항시,교습소,3000019989,해냄컴퓨터교습소,20230912,20230912,개원,        ,        ,0,5,기타(대),기타(중),OAⅠ,컴퓨터(소),"OAⅠ:90000, OAⅡ:180000, 한글:250000, 파워포인트:250000, 엑셀:250000, 액세스:250000, 인터넷:350000, 그래픽:350000, 캐드:350000, 영상:350000",Y, ,경상북도 포항시 남구 연일읍 동문로40번길 11,", 1층 일부 ",37840,,20250413
R10,경상북도교육청,포항시,학원,1000005539,경북컴퓨터학원,19880318,19880318,개원,        ,99991231,120,40,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 포항시 남구 해동로 147 ,3층(해도동),790191,054-275-8567,20231018
R10,경상북도교육청,포항시,학원,3000012022,광명컴퓨터학원,20131210,20131210,개원,        ,99991231,60,12,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경상북도 포항시 남구 오천읍 원동로 66,", 3층  (오천읍)",790911,null,20250406
R10,경상북도교육청,포항시,학원,3000020085,그로센딕코딩영재학원,20231120,20231120,개원,        ,        ,70,57,종합(대),정보,"보습,정보",정보교과, ,Y,N,경상북도 포항시 남구 포스코대로 124,", 3층(대잠동)",37678,,20260412
R10,경상북도교육청,포항시,학원,3000026421,뉴스핌에이아이아카데미학원,20260203,20260203,개원,        ,        ,111,68,직업기술,컴퓨터,컴퓨터,컴퓨터, ,Y, ,경상북도 포항시 북구 서동로 90,", 3층 4층(여천동)",37736,054-249-9900,20260412
R10,경상북도교육청,포항시,학원,3000016459,다옴컴퓨터그래픽학원,20201105,20201105,개원,        ,99991231,100,25,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 포항시 북구 중흥로 123,", 3층 일부 (죽도동)",37758,null,20231206
R10,경상북도교육청,포항시,학원,1000005733,세잔컴퓨터디자인학원,19901115,20020118,개원,        ,99991231,90,30,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 포항시 북구 중흥로 224,", 4층 (죽도동)",37780,054-281-7667,20251228
R10,경상북도교육청,포항시,학원,10835,엠아이티컴퓨터학원,20071224,20071224,개원,        ,99991231,60,30,직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)", ,Y,N,경상북도 포항시 북구 삼흥로 20,  2층 (장성동),791817,054-255-6141,20260315
R10,경상북도교육청,포항시,학원,3000011950,웰컴퓨터학원 ,20131107,20131107,개원,        ,99991231,160,51,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 포항시 북구 아치로 9,", 2층(우현동)",37701,,20251116
R10,경상북도교육청,포항시,학원,1000007330,유강컴퓨터학원,20000601,20000601,개원,        ,99991231,85,40,직업기술,기타(중),,컴퓨터(소), ,N,N,경상북도 포항시 남구 연일읍 유강길9번길 49,", 2층  (연일읍)",790885,054-278-5790,20251228
R10,경상북도교육청,포항시,학원,12837,이상희컴퓨터학원,20091228,20091228,개원,        ,99991231,80,20,직업기술,컴퓨터,컴퓨터,컴퓨터, ,Y,N,경상북도 포항시 남구 대이로 149,", 포스코아빌딩 503호 (이동, 이동 653-4 교육연구시설)",790320,054-282-7501,20250511
R10,경상북도교육청,포항시,학원,3000021939,코딩그라운드원격학원,20240802,20240802,개원,        ,        ,210,0,정보,,,, ,Y, ,경상북도 포항시 북구 흥해읍 한동로 558,", 한동대학교 창업보육센터 303호",37554,070-8680-9990,20250209
R10,경상북도교육청,포항시,학원,3000014378,코딩그라운드포항점학원,20170620,20170620,개원,        ,99991231,90,28,정보,정보,정보교과,정보교과, ,Y,N,경상북도 포항시 남구 효성로 25,", 2층 (효자동)",37836,054-277-8349,20240519
R10,경상북도교육청,포항시,학원,3000017552,코딩앤플레이코딩교육학원,20221114,20221114,개원,        ,99991231,300,23,정보,정보,,정보교과, ,Y,N,경상북도 포항시 북구 양덕로44번길 6,", 3층 (양덕동)",37592,,20231018
R10,경상북도교육청,포항시,학원,3000017756,코딩앤플레이효자상도학원,20230224,20230224,개원,        ,99991231,60,30,정보,정보,,정보교과, ,Y,N,경상북도 포항시 남구 상도남로33번길 14,", 1층 (상도동)",37834,null,20240128
R10,경상북도교육청,포항시,학원,730,탑정보처리학원,20030818,20030818,개원,        ,99991231,80,40,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경상북도 포항시 북구 두호로 25,", 6층 일부 (두호동, 아이코아)",37710,054-251-0770,20260201
R10,경상북도교육청,포항시,학원,3000011230,투텐컴퓨터학원,20121011,20121011,개원,        ,99991231,156,52,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경상북도 포항시 북구 중앙로 294,", 2층 일부 (상원동)",37736,null,20241027
R10,경상북도교육청,포항시,학원,1000007329,플러스컴퓨터학원,20000526,20000526,개원,        ,99991231,80,40,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경상북도 포항시 남구 대이로 100,이동현대홈타운상가 206 207호 2층 (대잠동),790310,054-278-9177,20231018
R10,경상북도교육청,포항시,학원,1000007338,하이테크정보처리학원,20000620,20000620,개원,        ,99991231,80,40,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,경상북도 포항시 남구 대해로 101, 2층 (대도동),790140,054-275-4545,20260201
S10,경상남도교육청,거제시,교습소,3000015278,이종훈컴퓨터교습소,20160517,20160517,개원,        ,99991231,234,9,기타(대),기타(중),"ITQ,워드,컴활(2급)자격증/주3회반",기타(소),"ITQ,워드,컴활(2급)자격증/주3회반:151000, ITQ,워드,컴활(2급)자격증/주3회반:302000, ITQ,워드,컴활(2급)자격증/주4회반:202000, ITQ,워드,컴활(2급)자격증/주4회반:252000, ITQ,워드,컴활(2급)자격증/주5회반:252000, ITQ,워드,컴활(2급)자격증/주5회반:504000, 컴활1급,MOS,E-TEST,일러스트,정보처리,CAD,GTQ(자격증/주3회):173000, 컴활1급,MOS,E-TEST,일러스트,정보처리,CAD,GTQ(자격증/주3회):346000, 컴활1급,MOS,E-TEST,일러스트,정보처리,CAD,GTQ(자격증/주4회):230000, 컴활1급,MOS,E-TEST,일러스트,정보처리,CAD,GTQ(자격증/주4회):460000, 컴활1급,MOS,E-TEST,일러스트,정보처리,CAD,GTQ(자격증/주5회):288000, 컴활1급,MOS,E-TEST,일러스트,정보처리,CAD,GTQ(자격증/주5회):576000, 코딩그래픽스기능사(주3회반):186000, 코딩그래픽스기능사(주3회반):373000, 코딩그래픽스기능사(주3회반):560000, 코딩그래픽스기능사(주4회반):249000, 코딩그래픽스기능사(주4회반):498000, 코딩그래픽스기능사(주4회반):747000, 코딩그래픽스기능사(주5회반):311000, 코딩그래픽스기능사(주5회반):622000, 코딩그래픽스기능사(주5회반):934000, 정보처리기사/사무자동화기사(주3회반):186000, 정보처리기사/사무자동화기사(주3회반):373000, 정보처리기사/사무자동화기사(주3회반):560000, 정보처리기사/사무자동화기사(주4회반):249000, 동영상제  ",Y,N,경상남도 거제시 중곡로1길 26,", 1층 (고현동)",53249,055-632-0677,20231018
S10,경상남도교육청,거제시,교습소,3000017613,코딩온예스컴퓨터교습소,20180703,20180703,개원,        ,99991231,104,8,기타(대),기타(중),초급2,컴퓨터(소),"초급2:60000, 초급3:90000, 초급4:120000, 일일특강 초급:7500, 일일특강 중급:8750, 일일특강 고급:10000, 일일특강 프로그램:12500, 초급5:150000, 중급2:70000, 중급3:110000, 중급4:150000, 중급5:190000, 고급2:80000, 고급3:120000, 고급4:160000, 고급5:200000, 프로그램2:100000, 프로그램3:150000, 프로그램4:200000, 프로그램5:250000",Y,N,경상남도 거제시 아주2로 115,", 내곡빌 204호 (아주동)",53307,,20260315
S10,경상남도교육청,거제시,교습소,3000039953,현컴퓨터교습소,20251224,20251224,개원,        ,        ,0,9,기타(대),기타(중),초급1,컴퓨터(소),"초급1:140000, 초급2:100000, 중급1:170000, 중급2:120000, 고급1:250000, 고급2:150000, 고급3:170000, 고급4:200000, 고급5:220000, 고급6:100000",Y, ,경상남도 거제시 고현항로 26,207호(고현동),53336,010-4836-2778,20260215
